time,auc_mean,auc_sem
-1.292,0.49751998908554,0.0056819940315479284
-1.29,0.497890431500952,0.00573179344917638
-1.288,0.49819353145794226,0.00571528052160511
-1.286,0.49836068499216646,0.0057177610661867774
-1.284,0.4984297304589134,0.005800277245887027
-1.282,0.49833347587091104,0.0059473439553936
-1.28,0.498586332881359,0.006003319561550783
-1.278,0.4992550944394028,0.005933947806601504
-1.276,0.5001322656735643,0.005904989014189009
-1.274,0.5010267873124415,0.005937665266775403
-1.272,0.5015315847598137,0.005975820002239983
-1.27,0.5015743414954508,0.0059845560520366565
-1.268,0.501195624739301,0.005999748162698975
-1.266,0.5008016071451271,0.006013004961372089
-1.264,0.5005416713161832,0.006014862582024228
-1.262,0.500205115153148,0.006040765462407831
-1.26,0.4997517831311701,0.006090989831651281
-1.258,0.49927581223812106,0.006094305084207021
-1.256,0.4989301930001101,0.006112559642341885
-1.254,0.4985005279103889,0.0061480967759620685
-1.252,0.4981441908524647,0.00613147027791461
-1.25,0.497719393021432,0.006110472278453661
-1.248,0.49714640853195213,0.006102166465615557
-1.246,0.4966012154853706,0.0061234483333155185
-1.244,0.49642558325667663,0.006045216309736091
-1.242,0.4966422015817183,0.005862105914060308
-1.24,0.4969966571482472,0.005640185935256169
-1.238,0.49759601203994847,0.005432998360717948
-1.236,0.4983034445100089,0.0053135089988934564
-1.234,0.4989997255740067,0.005315952899624911
-1.232,0.49954788268946454,0.005362101680426642
-1.23,0.4996315103405103,0.005428259258241802
-1.228,0.49937865295759065,0.005527958474624539
-1.226,0.49923694643472255,0.005554807902386282
-1.224,0.49936532267457023,0.005607215600370654
-1.222,0.49911967819582204,0.005682429707544987
-1.22,0.49896986963907997,0.005800321880830392
-1.218,0.49931918566465766,0.005909654045347878
-1.216,0.49977175836610466,0.005971536436267172
-1.214,0.5001214704107426,0.006012670085822897
-1.212,0.5001117181691176,0.006058309676396961
-1.21,0.49963576823440037,0.006109919570315168
-1.208,0.49885373153077645,0.006242896420950412
-1.206,0.4980469193157646,0.006450214733094343
-1.204,0.49753703387712767,0.006680493645328117
-1.202,0.4973226513342467,0.0069263918702022085
-1.2,0.4972561450009105,0.007093668749365274
-1.198,0.49728365403775465,0.007196745501200965
-1.196,0.4973629963346621,0.007271617583584339
-1.194,0.49728002074611427,0.007376775516066826
-1.192,0.4970269800354685,0.007429455438989409
-1.19,0.4968263485743893,0.007410044958775143
-1.188,0.49664161027132664,0.007426718491746869
-1.186,0.49632112573940546,0.007442195749400951
-1.184,0.4957921331788924,0.007361153673904779
-1.182,0.49542059024599133,0.007204943628500528
-1.18,0.49546403059601696,0.007018550232903481
-1.178,0.49593829768131026,0.006833012610710615
-1.176,0.49632187026585356,0.006727361531142397
-1.174,0.49657696526730555,0.006623880334270564
-1.172,0.4972211052117288,0.006487933345056332
-1.17,0.4977374539444497,0.006371784648993817
-1.168,0.4978025800521582,0.006310118601828865
-1.166,0.497790910013273,0.006324845515903106
-1.164,0.49763298854527827,0.006366967850156067
-1.162,0.49734785709613205,0.006414193859168668
-1.16,0.4971013533126859,0.006483398994432526
-1.158,0.4969800982922575,0.006546811249772536
-1.156,0.4970166921471776,0.006564218905849616
-1.154,0.4972445814942577,0.006546627773033791
-1.152,0.4975020696106279,0.006472845404293774
-1.15,0.49747540170593296,0.006367073323055672
-1.148,0.4974924198558411,0.00622938883747101
-1.146,0.49793635695297367,0.0060895803941568745
-1.144,0.49870996247101035,0.005976562318329588
-1.142,0.49907576875841286,0.005900114437814824
-1.14,0.4991372482951311,0.005847299405067351
-1.138,0.49933384345507265,0.005749636893334168
-1.136,0.49977095353630946,0.005618490904901881
-1.134,0.5001382224148447,0.00555333012272517
-1.132,0.5006011271265209,0.005523093072260212
-1.13,0.5010976081123214,0.005488820214672739
-1.128,0.5012075730362039,0.005522927429921577
-1.126,0.5010389343375118,0.005619893336407893
-1.124,0.5006998482333594,0.005715487734695246
-1.122,0.5002588718358265,0.005769970637485056
-1.12,0.5001287249356462,0.0057636024420176105
-1.118,0.5002961508184153,0.0056903694881373975
-1.116,0.5001061026846876,0.005537304810666609
-1.114,0.4997991610219183,0.005408207227958838
-1.112,0.500011590052396,0.00531840103883411
-1.11,0.5005599272864124,0.005253677530870892
-1.108,0.5010372901192232,0.005205688469746734
-1.106,0.501301643735522,0.005175592620865974
-1.104,0.5013128949356979,0.005225700076696734
-1.102,0.5012850263045042,0.005337385854925308
-1.1,0.5016385356447407,0.0053619632042346
-1.098,0.5021991748858255,0.005271385108766285
-1.096,0.5025390834334891,0.005207674288894485
-1.094,0.5024315867683975,0.005214727525717046
-1.092,0.5024256985228913,0.005139690247197214
-1.09,0.5022104082578547,0.005048136588134905
-1.088,0.5013745962292216,0.005001237361320293
-1.086,0.5002462323979152,0.004986912079835978
-1.084,0.4994715003033442,0.004961331905401842
-1.082,0.49879469605368226,0.004940323433409689
-1.08,0.4978330116972758,0.004966525724606861
-1.078,0.4967100221508365,0.0050524172517243116
-1.076,0.49594569426216234,0.005127016619115632
-1.074,0.49572825165232826,0.005146620261639383
-1.072,0.4957399267091081,0.0051528145834494245
-1.07,0.4955366880905086,0.005168386843033657
-1.068,0.495066148977531,0.005288409103744436
-1.066,0.49471019801539606,0.005599107329179034
-1.064,0.4946556386637039,0.005905114072017837
-1.062,0.4947007205134942,0.006158231338215091
-1.06,0.4947413080984896,0.006330523808624216
-1.058,0.4946507056404342,0.0064195338054999825
-1.056,0.49448839221452057,0.006502215923517398
-1.054,0.4943216095575944,0.0066895587409890045
-1.052,0.4941171726900897,0.006937054923524741
-1.05,0.49403264042882666,0.007157235198927979
-1.048,0.4941540203445539,0.007291372715700853
-1.046,0.49441309412947015,0.007376071646754719
-1.044,0.4947683641516169,0.007525817871092065
-1.042,0.4950369782484848,0.007702553981105207
-1.04,0.4953968543082929,0.007862189070233628
-1.038,0.49613438339254345,0.008003976315625626
-1.036,0.49694619820237756,0.008153834610180507
-1.034,0.49747112988976044,0.008272413706602276
-1.032,0.49771294702122626,0.008327135048170134
-1.03,0.49825569712608375,0.008321986321904338
-1.028,0.4989985366163267,0.00821460479931194
-1.026,0.4993995558294346,0.007996033604441007
-1.024,0.499254302780787,0.007753045419105922
-1.022,0.49918897934867273,0.007534827200582721
-1.02,0.4995050926332108,0.007304354997183874
-1.018,0.49992127560075916,0.007025161972643136
-1.016,0.5004603074003957,0.006791898632335871
-1.014,0.500709604587986,0.00663000267407218
-1.012,0.5005029886742817,0.00653419138299788
-1.01,0.500022629007311,0.006489278438294131
-1.008,0.49962079126596765,0.0064586669973217894
-1.006,0.4992086599731694,0.00640964174366984
-1.004,0.49882846565469935,0.006263611323793575
-1.002,0.49879560549717333,0.006085804043710691
-1.0,0.4985435768297034,0.006004724295702836
-0.998,0.49774536266960256,0.005986252366328449
-0.996,0.4965883313633612,0.005912885283225315
-0.994,0.49534512128730107,0.005768456568743572
-0.992,0.4943135273814549,0.005630590087921166
-0.99,0.493768354401401,0.005466095464837706
-0.988,0.49351295929606726,0.005309409134980661
-0.986,0.49355483496825514,0.0051621071119762035
-0.984,0.49365997077334717,0.004960676405778671
-0.982,0.4936522247437769,0.004780775642029431
-0.98,0.493515748371685,0.004650326564490245
-0.978,0.49317668148264326,0.004564688137388388
-0.976,0.49278918030653235,0.004509752572453075
-0.974,0.49243314579305403,0.004534866140159724
-0.972,0.49209175184152953,0.004612591416685822
-0.97,0.4915893655864768,0.004707810851366833
-0.968,0.4911566263862578,0.004773290218894862
-0.966,0.49075229206114585,0.004788892298691974
-0.964,0.49073511391024943,0.004812051418624806
-0.962,0.49125486723701284,0.004832617723703186
-0.96,0.49193725725271453,0.00481169411531566
-0.958,0.49246178746882696,0.0047818999905339405
-0.956,0.4931174499828692,0.00473853696794224
-0.954,0.4938088804965017,0.004756247185947736
-0.952,0.4943791341922221,0.004841143847497824
-0.95,0.49495252702394255,0.004914311939600284
-0.948,0.4953945452748046,0.004993945553656991
-0.946,0.4955514636931606,0.005068015502558467
-0.944,0.49540169363383535,0.00512613020948312
-0.942,0.4953417926384915,0.0050936998580097025
-0.94,0.4951360285376383,0.004921747642642816
-0.938,0.494675856399768,0.0047562241650086975
-0.936,0.49449180547372534,0.004689720620138921
-0.934,0.4945363311234634,0.004691522157084525
-0.932,0.4945729981005581,0.004721428657264791
-0.93,0.4949924781223898,0.0047714858484323225
-0.928,0.4957672941987341,0.004857674602383175
-0.926,0.4967772778112437,0.004984966188119511
-0.924,0.49777678767319017,0.005058926635909631
-0.922,0.4985525344235308,0.005114960279733012
-0.92,0.49947361872583174,0.005118286092141423
-0.918,0.5003223822331557,0.005030502087052155
-0.916,0.5010056310112884,0.004791021074592483
-0.914,0.5013811426335636,0.004487074957119102
-0.912,0.5012213827258095,0.004251009872414828
-0.91,0.5011398871005592,0.004154733338182324
-0.908,0.5013157658144096,0.004133907774659375
-0.906,0.5015448605496765,0.004120110719646538
-0.904,0.501919399615846,0.004168022365968886
-0.902,0.5021666131431062,0.00423093856828812
-0.9,0.5020698015091378,0.004334975336594363
-0.898,0.5019886005065295,0.004466425712376681
-0.896,0.5022409783470254,0.004584748811426552
-0.894,0.5027600311334851,0.004647133574947227
-0.892,0.5030000755829551,0.004736309314322758
-0.89,0.5032463163944964,0.004834149735801046
-0.888,0.5037452453825721,0.0049374457479457404
-0.886,0.5038134050787115,0.004956111794526333
-0.884,0.5032104235789873,0.004946295003907152
-0.882,0.5020469481112008,0.0049573962686559215
-0.88,0.5003082910419734,0.005010632835247791
-0.878,0.49891101848634994,0.005009596121525735
-0.876,0.4981883767475651,0.004935097951747267
-0.874,0.4978501701154062,0.004835351176231182
-0.872,0.49721632997876314,0.004742096495470219
-0.87,0.49628100316334367,0.004741441008964089
-0.868,0.4956656481441248,0.004780763938602186
-0.866,0.4954372144566397,0.004875678227687687
-0.864,0.4954062871467339,0.004953693086760175
-0.862,0.49566696660533516,0.004982502476588835
-0.86,0.49612981676375006,0.004988387766240777
-0.858,0.49668513284458643,0.00502207010810192
-0.856,0.49723695036762167,0.005128176110498627
-0.854,0.49727836524213276,0.005346578055244816
-0.852,0.49695583115756925,0.005648565632500795
-0.85,0.49678829295086446,0.005891268223577999
-0.848,0.49720006465768224,0.006079499000043586
-0.846,0.49765871034098924,0.006226460594585656
-0.844,0.4980693072735783,0.006349888711646363
-0.842,0.4987221247991036,0.006433277899170068
-0.84,0.4992464654930617,0.006507715880731221
-0.838,0.49935716844867784,0.006665063007137205
-0.836,0.4994003028847561,0.006770892882014499
-0.834,0.4998748022934042,0.0067254551779812625
-0.832,0.5008422857909184,0.006601274447373223
-0.83,0.5020611091399281,0.006433222015160861
-0.828,0.5029928785586787,0.006249717799280602
-0.826,0.5034682364682856,0.006090235144577985
-0.824,0.5038333890390991,0.006022263923036898
-0.822,0.5044462385071725,0.0060355878409152335
-0.82,0.504938832130967,0.006069021479770078
-0.818,0.5053856579067317,0.006082733840898526
-0.816,0.5058479401125825,0.006077497565319679
-0.814,0.5062481795584874,0.006020084455536893
-0.812,0.5064372302524145,0.005958964578970655
-0.81,0.5064185616328057,0.005860673560305561
-0.808,0.5062319389761822,0.0057404803098014935
-0.806,0.5061385482484758,0.005592008614037586
-0.804,0.5063177138132243,0.005418200496906726
-0.802,0.5064853658539016,0.0052558059698177735
-0.8,0.5065537513720587,0.005193513962207001
-0.798,0.506194302883095,0.005183218560151716
-0.796,0.5059835087118549,0.005193985291707769
-0.794,0.5062557319878342,0.005217426984005895
-0.792,0.5066497321885175,0.0052454045941371895
-0.79,0.5070144975490498,0.00530058079925991
-0.788,0.5074053646792094,0.005428463745275175
-0.786,0.5080107588853136,0.005598164228805173
-0.784,0.5084686615973532,0.005765402642559158
-0.782,0.5088131251434213,0.006000307873754038
-0.78,0.5089501177491614,0.006259202144386976
-0.778,0.5088299688965805,0.0064706138063403956
-0.776,0.5085871310817202,0.006553089201154673
-0.774,0.508112089658748,0.006496088467775466
-0.772,0.5075176983011648,0.006326314684565057
-0.77,0.5068382192993929,0.006144370581576152
-0.768,0.50591380752323,0.006002104711767821
-0.766,0.5051518204826484,0.005918234215472313
-0.764,0.5048626534622237,0.005938843620468497
-0.762,0.504883856287545,0.005965933120330568
-0.76,0.5052102962482785,0.005984984436033165
-0.758,0.5057057114519412,0.005985026041314153
-0.756,0.5060095038998049,0.005962859996461691
-0.754,0.5063880826926701,0.005955911605868173
-0.752,0.5069018046372602,0.005959779048667739
-0.75,0.5071916304571213,0.005969631702253295
-0.748,0.5074684619099391,0.006049979622279302
-0.746,0.5075868109670254,0.006175730592844335
-0.744,0.5071518034796968,0.006296428367991514
-0.742,0.5067472708698579,0.006383086187863556
-0.74,0.5068151544477584,0.00635162436445331
-0.738,0.5069819956390917,0.0061723448607792575
-0.736,0.5068308798411055,0.005928075092982697
-0.734,0.5064907651032492,0.005671143605279053
-0.732,0.5062630368913643,0.005403921818311296
-0.73,0.5060094218326471,0.005128038488321427
-0.728,0.505673534449969,0.0048369253198494305
-0.726,0.5050538370213745,0.004602593656444406
-0.724,0.504770171743079,0.004473178373849632
-0.722,0.5051062497909538,0.004467539225161063
-0.72,0.5059954354842374,0.004549357884535145
-0.718,0.5071447549049627,0.004679338427025772
-0.716,0.5079353529892918,0.004826210572979269
-0.714,0.5081554911013832,0.0048688663975629005
-0.712,0.5081291925294349,0.0048638556812109135
-0.71,0.5078193944594157,0.004850425772971823
-0.708,0.5074976915869861,0.004860995337453404
-0.706,0.5072840629711552,0.004926907864168403
-0.704,0.506879290100713,0.00493317543904131
-0.702,0.506487425548447,0.004890298847505976
-0.7,0.5065969017266667,0.004885807353159153
-0.698,0.5069402562628847,0.004964420559479252
-0.696,0.5073542628726163,0.005094957208163431
-0.694,0.5078213293674825,0.005183264423957713
-0.692,0.5079919383140847,0.005276284148674223
-0.69,0.5077831774134665,0.005373838549069907
-0.688,0.5076022001151932,0.005448615124758763
-0.686,0.5076030010930019,0.005465028077422342
-0.684,0.5079772537094953,0.005420076006170417
-0.682,0.508327562187565,0.005407410587442153
-0.68,0.5084176692070983,0.005407727014506351
-0.678,0.5082577807180917,0.00533806771351943
-0.676,0.5082566479708523,0.005250766550849586
-0.674,0.5081802232608061,0.0051337918502616245
-0.672,0.5079513739316561,0.00495363917583578
-0.67,0.5074762267936235,0.004706713195865292
-0.668,0.5067777771674663,0.004509633134399549
-0.666,0.5061852964363617,0.004337525477994175
-0.664,0.5059806287830972,0.004235940688185424
-0.662,0.5058112394799555,0.004157262728804595
-0.66,0.5054350918128718,0.00405781453330903
-0.658,0.504956794030255,0.003957730737600457
-0.656,0.5046807580449693,0.0039005269186626773
-0.654,0.5050438146903551,0.003921397713081065
-0.652,0.505643566452276,0.00402198396478824
-0.65,0.5060182478119407,0.004189795177096221
-0.648,0.5058549197782672,0.004395431639345693
-0.646,0.5050337118518238,0.004706593100568422
-0.644,0.5040192031372535,0.005092616060716792
-0.642,0.503148592447654,0.005472949734503808
-0.64,0.5026001084841725,0.005707242992472136
-0.638,0.5023733917301906,0.005789997693453756
-0.636,0.5023667314177722,0.0057708283433289325
-0.634,0.5023668695717864,0.005777615753071503
-0.632,0.5025153583516094,0.005843722075129164
-0.63,0.5027927828649755,0.005889976868855937
-0.628,0.5031154172769512,0.0057506664461363
-0.626,0.5033913601545287,0.005542610921723379
-0.624,0.5035191831144487,0.005378651908460388
-0.622,0.5034246204100417,0.0053652725134894375
-0.62,0.5034256758166991,0.005482430742943301
-0.618,0.5035440044942959,0.005531820861660626
-0.616,0.5034493661126093,0.005429973212468152
-0.614,0.5029667797567714,0.0052649970603591105
-0.612,0.5026499141390038,0.005083209328957816
-0.61,0.5026634594407938,0.0049180244217227696
-0.608,0.5027826262974434,0.0048621493166176675
-0.606,0.5027033544226323,0.004878346641241032
-0.604,0.5024679504982733,0.004898167163477402
-0.602,0.5022660179196211,0.004885065566458382
-0.6,0.5021846971049613,0.004834469692432483
-0.598,0.5024018050928218,0.004699014828697038
-0.596,0.5031812715633426,0.004493859363175088
-0.594,0.5044397510113491,0.00436714227607181
-0.592,0.5056645784682298,0.004325437228413038
-0.59,0.5063237371226341,0.0043526771088086905
-0.588,0.5064521857557264,0.004415834024149733
-0.586,0.5061356616655968,0.004449574321116718
-0.584,0.5059890861621106,0.004473985563404297
-0.582,0.5057526483569718,0.004498814703255118
-0.58,0.5058386702282078,0.004558737346312042
-0.578,0.5062749165138333,0.004657198980850567
-0.576,0.5067920110833201,0.004744726362326137
-0.574,0.5073110009012898,0.004752172472562414
-0.572,0.5077811621880522,0.004729061717426815
-0.57,0.5078656538494486,0.004739953302332026
-0.568,0.507913448440437,0.0048258472113405036
-0.566,0.5084200504665108,0.004960431170731727
-0.564,0.5089246260411187,0.005067987244977986
-0.562,0.5089387915000533,0.005070901405569756
-0.56,0.5085174211361527,0.00496056031083693
-0.558,0.508065083906376,0.004883380099151556
-0.556,0.5078451454084429,0.004900890098524329
-0.554,0.5074386658099331,0.0049540853989921705
-0.552,0.5068418768635162,0.005000969802436766
-0.55,0.5061383401947851,0.005054365860654336
-0.548,0.5055508693635796,0.00507414755644312
-0.546,0.5048789010380935,0.0050492874093491635
-0.544,0.5040310885680578,0.005069282239298853
-0.542,0.5031076947077799,0.005208250491269828
-0.54,0.502393867009806,0.005365543515876172
-0.538,0.5020679022813834,0.005549285885548398
-0.536,0.5022064453661366,0.005717019310553936
-0.534,0.5023498345562568,0.005769095905116545
-0.532,0.5025644419878086,0.005763090631958881
-0.53,0.5023652865171215,0.005771479880036296
-0.528,0.5019135836624713,0.005735918445595785
-0.526,0.501316866465728,0.005625454328133071
-0.524,0.500716121534403,0.005433895097901297
-0.522,0.50037469034652,0.005209433741403333
-0.52,0.5005522262109171,0.005086359856542317
-0.518,0.5008094547485811,0.00505019020111219
-0.516,0.5007639943215545,0.005090637918953511
-0.514,0.5005686278835774,0.0051496696023728035
-0.512,0.5005065608588349,0.005228477071744659
-0.51,0.5007441893390255,0.005397622418774646
-0.508,0.5008579564611595,0.005583637897146008
-0.506,0.5006585899674688,0.0057044483243056205
-0.504,0.5006483881457379,0.005674128507554359
-0.502,0.5008408461931881,0.005509511792830744
-0.5,0.501331496869167,0.005366133631827289
-0.498,0.5017547198130273,0.005315346676072226
-0.496,0.5020993397053501,0.00525237278531525
-0.494,0.5021842200253858,0.005207185228494541
-0.492,0.5020322596633463,0.005195202877813229
-0.49,0.501961101306781,0.005207625660524162
-0.488,0.5019417782044113,0.00519190305343867
-0.486,0.5020535067452334,0.005160090326467798
-0.484,0.5018818639538892,0.005097801455857391
-0.482,0.5013582845724034,0.005048034121795915
-0.48,0.5011179035119013,0.005010790563713249
-0.478,0.5010795493777731,0.0050089579032417016
-0.476,0.5013507790688024,0.0050516423342385295
-0.474,0.5017025150133371,0.005138085412246092
-0.472,0.5020905087496077,0.00521423981394622
-0.47,0.5025225720496426,0.0051865162637908906
-0.468,0.5025198049349013,0.005139747122671132
-0.466,0.5022887057275044,0.005064804981006419
-0.464,0.5022604551101544,0.005007287062754719
-0.462,0.5023600193251139,0.004932353809294245
-0.46,0.502230263182017,0.004851496630032173
-0.458,0.5021826878397918,0.004792023161436962
-0.456,0.502451003921657,0.0047683731747717225
-0.454,0.5028471076042415,0.004792482526438524
-0.452,0.5027812228927792,0.0048278570219799765
-0.45,0.5020712881093726,0.004899592919757768
-0.448,0.5013313615750553,0.005025197109482583
-0.446,0.5008092731688667,0.005104306725226231
-0.444,0.5006410128240336,0.005082235916432771
-0.442,0.5010302495924467,0.005096942576066386
-0.44,0.5013983129361587,0.005086583861331743
-0.438,0.5014915398150027,0.005029121975764919
-0.436,0.5013072697637748,0.005005922178745765
-0.434,0.5014512988670482,0.004937054625528298
-0.432,0.5023676963784356,0.00482551890242205
-0.43,0.5035681646471527,0.00468456502009021
-0.428,0.5045624994506038,0.004593712048264041
-0.426,0.5050716573399003,0.0044746622264229124
-0.424,0.5053263164104096,0.004322314791642732
-0.422,0.5050801984442819,0.004246854783345911
-0.42,0.5044926103705017,0.004263625866498702
-0.418,0.5041075036957657,0.004343877003086855
-0.416,0.5038288575484876,0.004457364344397962
-0.414,0.5036360050887252,0.004578299746649091
-0.412,0.5033364738613512,0.004720314383076746
-0.41,0.5030632185455637,0.004862431026839308
-0.408,0.5030926036830637,0.004973880900466954
-0.406,0.5031484477311984,0.004939782894436118
-0.404,0.5030241786163375,0.004766816851460612
-0.402,0.5029538381406369,0.004619896888443751
-0.4,0.5027051914038619,0.004506322425192096
-0.398,0.502002196951106,0.00449671268556412
-0.396,0.5011161503722893,0.004633801874971375
-0.394,0.5003353445876849,0.004906072181227373
-0.392,0.49963241575804646,0.005263096468773565
-0.39,0.49929204558887763,0.005550408402377261
-0.388,0.49947172747883606,0.005775215002825637
-0.386,0.4997836521737223,0.006042493666589729
-0.384,0.49976370517782265,0.006232881908575859
-0.382,0.4993748310331453,0.006362748391063345
-0.38,0.4987930174033844,0.006469963606415001
-0.378,0.4985417297290818,0.006536206401158685
-0.376,0.49838070519580235,0.006541366015727504
-0.374,0.49845423513534937,0.006524843992014156
-0.372,0.4986072386762041,0.006563978168277293
-0.37,0.498699658036549,0.006630214198869086
-0.368,0.49900310228131545,0.006643255257959409
-0.366,0.49935806246284203,0.006666410972365852
-0.364,0.49952239175632224,0.0067593018696085385
-0.362,0.49989879974876844,0.006863658022712308
-0.36,0.5005887300379006,0.006913482682455235
-0.358,0.5009846685042634,0.006932281340875321
-0.356,0.5012679447909931,0.00698685014562118
-0.354,0.5014241256459515,0.007067855575932952
-0.352,0.5018456010056014,0.0070957757506028216
-0.35,0.5027538056029469,0.007034090833555251
-0.348,0.5035267555564835,0.006908270478068584
-0.346,0.5039523005348724,0.0067663898078613675
-0.344,0.5041643822540584,0.006611231089798789
-0.342,0.5044734181499158,0.006401658928007756
-0.34,0.5047327564835535,0.0062133122859069955
-0.338,0.5046079347191766,0.006092232318365766
-0.336,0.5045051863468807,0.005996336235602173
-0.334,0.5045706035173465,0.0059956837821085384
-0.332,0.5047050432553128,0.006059606383458131
-0.33,0.5048728810256803,0.006153832454351296
-0.328,0.5048178260472901,0.006269176343398195
-0.326,0.5048836074544236,0.006452565993084629
-0.324,0.504796105748463,0.006594211285836886
-0.322,0.5049708720167247,0.006693564071112249
-0.32,0.5054950454579276,0.0067160713427397
-0.318,0.5058915515610505,0.006615352744763106
-0.316,0.5058772902687294,0.006488408166393145
-0.314,0.5056215101522604,0.006411371359077431
-0.312,0.5053052865338622,0.00627496618522939
-0.31,0.5049703688409827,0.006076061106613802
-0.308,0.5047058071283601,0.005837937340561346
-0.306,0.504563127551438,0.005672378677453073
-0.304,0.5043077102359951,0.005572205760108871
-0.302,0.5042951175129197,0.005548509501448684
-0.3,0.5045110109537577,0.005577152523200075
-0.298,0.5056529342743955,0.005608121267749655
-0.296,0.5071153338764403,0.005602126671966412
-0.294,0.5081026504673717,0.005654648371892126
-0.292,0.5083443234638163,0.005803965034094796
-0.29,0.5081840564355319,0.005926782585674186
